MGI.ID	MOUSE.ENTREZ.ID	MOUSE.GENE.NAME	HUMAN.ENTREZ.ID	HUMAN.GENE.NAME	WALIKONIS_2000	HUSI_2000	PENG_2002	SATON_2002	YOSHIMURA_2004	FARR_2004	JORDAN_2004	LI_2004	TRINIDAD_2005	CHENG_2006	COLLINS_2006	DOSEMESI_2006	DOSEMESI_2007	TRINIDAD_2008	SELIMI_2009	FERNANDEZ_2009	BAYES_2011	BAYES_2012	SCHWENK_2013	DISTLER_2014	BAYES_2014	FRANK_2015	UEZU_2016	FOCKING_2016	LI_2016	ROY_2017	FERNANDEZ_2017	LI_2017	ROY_2018	WILSON_2019	count
MGI:95781	14688	Gnb1	2782	GNB1	0	0	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	22
MGI:1346065	224997	Dlgap1	9229	DLGAP1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	23
MGI:97597	18752	Prkcg	5582	PRKCG	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	22
MGI:1306776	17754	Map1a	4130	MAP1A	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	0	1	0	0	1	1	21
MGI:95753	14661	Glud1	2746	GLUD1	0	0	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	0	0	1	1	21
MGI:87994	11674	Aldoa	226	ALDOA	0	0	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	0	0	1	1	21
MGI:2137706	109711	Actn1	87	ACTN1	1	0	1	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	0	0	1	1	21
MGI:2388633	67300	Cltc	1213	CLTC	0	0	1	0	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	21
MGI:99441	12716	Ckmt1	548596	CKMT1A	1	0	1	0	1	0	1	1	1	0	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	21
MGI:95820	14811	Grin2a	2903	GRIN2A	1	1	1	0	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	1	0	1	0	1	1	0	1	22
MGI:101921	11771	Ap2a1	160	AP2A1	0	0	1	0	1	0	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	21
MGI:105976	17918	Myo5a	4644	MYO5A	1	0	1	0	1	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	0	1	1	1	22
MGI:99667	20979	Syt1	6857	SYT1	0	0	1	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	21
MGI:1341265	108058	Camk2d	817	CAMK2D	0	0	1	0	1	0	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	22
MGI:95775	14681	Gnao1	2775	GNAO1	0	0	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	22
MGI:1195966	18163	Ctnnd2	1501	CTNND2	0	0	1	0	1	0	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	21
MGI:1930016	58234	Shank3	85358	SHANK3	0	1	1	0	1	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	22
MGI:107231	13383	Dlg1	1739	DLG1	0	1	0	0	1	0	1	1	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	22
MGI:95640	14433	Gapdh	2597	GAPDH	1	0	1	0	1	0	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	0	1	1	0	1	0	1	1	20
MGI:1933179	56013	Srcin1	80725	SRCIN1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	0	0	1	1	20
MGI:107363	20910	Stxbp1	6812	STXBP1	0	0	1	1	0	0	1	0	1	1	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	20
MGI:97623	18823	Plp1	5354	PLP1	0	0	1	0	1	0	0	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	21
MGI:95810	53623	Gria3	2892	GRIA3	0	0	1	0	1	0	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	21
MGI:107384	13429	Dnm1	1759	DNM1	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	21
MGI:102788	19894	Rph3a	22895	RPH3A	0	0	1	0	1	1	1	1	0	1	1	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	20
MGI:87918	11518	Add1	118	ADD1	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	20
MGI:103016	19045	Ppp1ca	5499	PPP1CA	0	0	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	0	1	0	1	1	0	1	1	1	20
MGI:1099446	104027	Synpo	11346	SYNPO	0	0	1	0	1	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	0	1	1	1	20
MGI:2685385	545156	Kalrn	8997	KALRN	0	0	1	0	1	0	1	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	21
MGI:106222	12343	Capza2	830	CAPZA2	0	0	1	0	1	0	1	1	1	0	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	20
MGI:2676665	242274	Lrrc7	57554	LRRC7	1	0	1	0	1	0	1	1	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1	0	1	1	0	1	1	1	21
MGI:2671987	210274	Shank2	22941	SHANK2	0	1	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	21
MGI:88276	12387	Ctnnb1	1499	CTNNB1	0	1	1	0	1	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	0	1	1	1	21
MGI:96925	17196	Mbp	4155	MBP	0	0	1	0	1	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	0	1	1	1	0	1	0	1	1	19
MGI:104652	12345	Capzb	832	CAPZB	0	0	1	0	1	0	1	1	1	1	1	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	0	1	1	19
MGI:1096317	13628	Eef1a2	1917	EEF1A2	0	0	1	0	1	0	1	1	1	1	1	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	0	1	1	19
MGI:1923864	76614	Immt	10989	IMMT	0	0	1	0	1	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	20
MGI:97175	17756	Map2	4133	MAP2	0	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	0	0	1	0	1	0	0	1	1	19
MGI:1201780	11964	Atp6v1a	523	ATP6V1A	0	0	1	0	1	0	1	0	0	0	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	19
MGI:88107	232975	Atp1a3	478	ATP1A3	0	0	1	0	1	1	0	0	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	20
MGI:97435	17441	Mog	4340	MOG	0	0	1	0	1	0	0	1	1	1	1	0	0	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	19
MGI:1349763	12934	Dpysl2	1808	DPYSL2	0	0	1	1	1	0	1	0	0	0	1	1	1	1	0	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	19
MGI:1924134	76884	Cyfip2	26999	CYFIP2	0	0	1	0	1	0	1	0	1	0	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	19
MGI:2387581	217124	Ppp1r9b	84687	PPP1R9B	0	0	1	0	1	0	1	1	1	0	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	0	1	1	1	19
MGI:1335094	235072	07-Sep	989	07-Sep	1	0	1	0	1	1	1	0	0	0	1	1	0	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	19
MGI:109484	22631	Ywhaz	7534	YWHAZ	0	0	1	0	1	1	1	0	0	1	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	20
MGI:2152971	116837	Rims1	22999	RIMS1	0	0	1	0	1	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	0	1	1	1	19
MGI:103079	19290	Pura	5813	PURA	0	0	0	0	1	0	1	1	1	0	1	1	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	19
MGI:103147	13424	Dync1h1	1778	DYNC1H1	0	0	1	0	1	0	0	0	1	1	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	19
MGI:88025	109676	Ank2	287	ANK2	0	0	1	0	1	0	1	0	1	1	1	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	19
MGI:1930780	77579	Myh10	4628	MYH10	0	0	1	0	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	19
MGI:1926334	51792	Ppp2r1a	5518	PPP2R1A	0	1	0	0	1	0	1	0	0	1	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	19
MGI:1196356	232227	Iqsec1	9922	IQSEC1	0	0	1	0	1	0	1	0	0	0	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	20
MGI:3528396	245666	Iqsec2	23096	IQSEC2	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	20
MGI:1306778	17755	Map1b	4131	MAP1B	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	1	1	0	1	1	0	1	1	0	1	0	0	1	1	18
MGI:1355335	50876	Tmod2	29767	TMOD2	0	0	0	1	1	0	1	1	1	0	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	0	0	0	1	18
MGI:87919	11519	Add2	119	ADD2	0	0	1	0	1	1	1	0	0	1	1	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	0	1	1	18
MGI:106922	22335	Vdac3	7419	VDAC3	0	0	1	0	1	0	1	0	1	1	1	0	1	1	0	1	1	1	0	1	0	1	1	1	1	1	0	0	1	1	19
MGI:106915	22334	Vdac2	7417	VDAC2	0	0	1	0	0	0	1	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	19
MGI:95713	14609	Gja1	2697	GJA1	0	0	1	0	1	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	0	0	1	1	1	0	0	1	1	18
MGI:102520	12034	Phb2	11331	PHB2	0	0	1	1	1	0	1	0	0	0	1	1	1	1	0	1	1	1	0	1	1	0	0	1	1	1	0	0	1	1	18
MGI:1915517	68267	Slc25a22	79751	SLC25A22	0	0	1	0	1	0	0	0	1	1	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	0	0	1	1	18
MGI:101757	12631	Cfl1	1072	CFL1	0	0	1	0	1	0	1	1	0	1	0	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	0	0	1	1	18
MGI:2137679	94280	Sfxn3	81855	SFXN3	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	0	0	1	1	18
MGI:109618	11966	Atp6v1b2	526	ATP6V1B2	0	0	1	0	1	0	1	0	0	1	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	0	0	1	1	18
MGI:88115	11946	Atp5a1	498	ATP5A1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	19
MGI:98869	22142	Tuba1a	7846	TUBA1A	1	1	1	1	1	0	1	1	0	1	1	0	1	0	0	0	1	1	0	0	1	0	1	1	1	0	1	0	0	1	18
MGI:106919	22333	Vdac1	7416	VDAC1	0	0	1	0	0	0	1	1	0	0	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	19
MGI:1890773	60595	Actn4	81	ACTN4	0	0	1	0	1	0	0	0	1	0	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	18
MGI:88259	12325	Camk2g	818	CAMK2G	0	0	1	0	1	0	1	1	0	1	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	1	0	1	0	1	19
MGI:103008	13823	Epb4.1l3	23136	EPB41L3	0	0	1	0	1	0	1	0	1	1	1	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	0	1	18
MGI:1924781	77531	Anks1b	56899	ANKS1B	0	0	1	0	1	0	1	0	1	1	0	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	0	1	0	1	18
MGI:1919020	71770	Ap2b1	163	AP2B1	0	0	0	0	0	1	1	0	0	1	1	1	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	18
MGI:107717	17886	Myh9	4627	MYH9	0	0	1	0	1	0	1	0	1	1	1	0	1	1	0	0	1	1	0	1	0	0	1	1	1	1	0	1	1	1	18
MGI:109194	22629	Ywhah	7533	YWHAH	0	0	0	0	1	1	1	0	0	1	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	19
MGI:104872	19047	Ppp1cc	5501	PPP1CC	0	1	1	0	1	0	1	0	1	1	1	0	1	1	0	0	1	1	0	1	1	0	1	1	1	0	0	1	0	0	17
MGI:1891917	54401	Ywhab	7529	YWHAB	0	0	1	0	1	1	1	0	0	0	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	19
MGI:101920	11772	Ap2a2	161	AP2A2	0	0	1	0	0	0	1	0	0	1	1	1	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	18
MGI:104753	269116	Nfasc	23114	NFASC	0	0	1	0	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	18
MGI:97309	380684	Nefh	4744	NEFH	0	0	1	0	0	0	1	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	18
MGI:1931838	56320	Dbn1	1627	DBN1	0	0	1	0	1	0	1	1	1	0	1	1	0	1	0	0	1	1	0	1	0	0	1	1	1	1	0	1	1	1	18
MGI:108559	11426	Macf1	23499	MACF1	0	0	1	0	1	0	1	0	1	1	1	0	1	1	0	0	1	1	0	1	1	0	0	1	1	1	0	1	1	1	18
MGI:1890563	83767	Wasf1	8936	WASF1	0	0	1	0	1	0	1	0	1	0	1	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	18
MGI:88275	12386	Ctnna2	1496	CTNNA2	0	0	1	0	1	0	1	0	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	0	1	1	1	18
MGI:99516	21960	Tnr	7143	TNR	0	0	1	0	1	0	0	0	0	1	1	1	0	1	0	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	18
MGI:96247	15516	Hsp90ab1	3326	HSP90AB1	0	0	0	0	1	0	1	0	0	0	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	18
MGI:1194500	226251	Ablim1	3983	ABLIM1	0	0	1	0	1	0	1	0	1	1	1	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	1	1	0	18
MGI:891963	22630	Ywhaq	10971	YWHAQ	0	0	0	0	1	1	1	0	0	1	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	19
MGI:97845	19353	Rac1	5879	RAC1	0	1	0	0	0	0	1	0	1	0	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	18
MGI:1861691	56839	Lgi1	9211	LGI1	0	0	1	0	0	0	1	0	0	1	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	19
MGI:107793	12933	Crmp1	1400	CRMP1	0	0	1	0	1	0	1	0	0	0	1	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	18
MGI:97760	19088	Prkar2b	5577	PRKAR2B	0	1	0	0	1	0	0	1	0	0	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	18
MGI:1353496	11740	Slc25a5	292	SLC25A5	0	0	1	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	18
MGI:1349390	26875	Pclo	27445	PCLO	0	0	0	0	1	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	0	0	1	1	17
MGI:97050	17448	Mdh2	4191	MDH2	0	0	0	0	1	0	0	1	1	1	1	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	0	1	1	17
MGI:1298405	11773	Ap2m1	1173	AP2M1	0	0	1	0	0	0	1	0	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	1	0	0	1	1	18
MGI:2667185	360013	Myo18a	399687	MYO18A	0	0	1	0	1	0	1	0	0	1	1	0	1	1	1	0	1	1	0	1	0	0	1	1	1	1	0	0	1	1	17
MGI:1891833	56421	Pfkp	5214	PFKP	0	0	1	0	1	0	1	0	0	0	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	0	0	1	1	17
MGI:97572	18673	Phb	5245	PHB	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	0	0	1	1	17
MGI:95697	14580	Gfap	2670	GFAP	0	0	1	0	1	0	1	1	1	0	0	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	0	1	1	17
MGI:98331	20614	Snap25	6616	SNAP25	0	0	1	0	1	0	1	0	0	0	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	0	0	1	1	17
MGI:101863	11676	Aldoc	230	ALDOC	0	0	0	0	0	1	1	1	0	0	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	0	0	1	1	17
MGI:107801	11947	Atp5b	506	ATP5B	0	0	1	0	1	0	1	0	0	0	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	0	0	1	1	17
MGI:109318	17904	Myl6	4637	MYL6	0	0	1	0	1	0	0	0	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	1	1	1	0	0	1	1	17
MGI:1860139	54393	Gabbr1	2550	GABBR1	0	0	1	0	1	0	1	0	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	1	0	0	1	1	17
MGI:95835	14828	Hspa5	3309	HSPA5	0	0	1	0	0	0	1	1	0	0	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	0	0	1	1	17
MGI:88106	98660	Atp1a2	477	ATP1A2	0	0	0	0	0	1	1	0	1	0	1	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1	17
MGI:101931	20511	Slc1a2	6506	SLC1A2	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	17
MGI:1201778	11972	Atp6v0d1	9114	ATP6V0D1	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	17
MGI:1915472	227613	Tubb4b	10383	TUBB4B	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1	17
MGI:1353498	18674	Slc25a3	5250	SLC25A3	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	18
MGI:88108	11931	Atp1b1	481	ATP1B1	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	17
MGI:109192	11472	Actn2	88	ACTN2	0	1	1	0	1	0	0	0	0	1	1	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	0	1	1	17
MGI:88105	11928	Atp1a1	476	ATP1A1	0	0	1	0	0	1	0	0	0	0	1	0	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1	17
MGI:1915339	68089	Arpc4	10093	ARPC4	0	0	1	0	0	0	1	1	0	0	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	0	0	1	1	1	17
MGI:1330861	13175	Dclk1	9201	DCLK1	0	0	1	0	1	0	1	0	1	0	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	0	0	1	1	1	17
MGI:1201690	17760	Map6	4135	MAP6	0	0	1	0	0	0	1	0	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	0	1	1	1	17
MGI:105980	12805	Cntn1	1272	CNTN1	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	17
MGI:2442952	268932	Caskin1	57524	CASKIN1	0	0	1	0	0	0	1	0	1	1	1	0	1	1	0	0	1	1	0	1	0	0	1	1	1	1	0	1	1	1	17
MGI:1354961	104015	Synj1	8867	SYNJ1	0	0	1	0	0	1	0	0	0	0	1	0	1	1	1	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	17
MGI:88355	12558	Cdh2	1000	CDH2	0	1	1	0	1	0	1	0	0	0	1	1	1	1	0	0	1	1	0	1	1	0	0	1	1	0	0	1	1	1	17
MGI:2661175	245684	Cnksr2	22866	CNKSR2	0	0	1	0	1	0	1	1	0	0	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	0	1	1	1	17
MGI:894689	22627	Ywhae	7531	YWHAE	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	17
MGI:99917	20512	Slc1a3	6507	SLC1A3	0	0	0	0	0	1	0	0	1	0	1	1	0	1	0	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	17
